hIp1,hRs1,nbSlow,rescuedDynamicFastMed,rescuedDynamicMax,rescuedDynamicMed,rescuedDynamicMin,rescuedDynamicSlowMed,zombifiedDynamicMed
0.7000000000000001,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
